"year","owner","player","team","pos","value","keeper","lag1_price","lag2_price","lag3_price","lag4_price","lag5_price","overall_rank","pos_rank","lag1_pos_rank","lag2_pos_rank","lag3_pos_rank","lag4_pos_rank","lag5_pos_rank","lag1_overall","lag2_overall","lag3_overall","lag4_overall","lag5_overall"
2011,"Harrington","Michael Turner","ATL","RB",72,0,81,NA,NA,NA,NA,15.7,10,6,NA,NA,NA,NA,8.1,NA,NA,NA,NA
2012,"Kane","Michael Turner","ATL","RB",30,0,72,81,NA,NA,NA,33,18,10,6,NA,NA,NA,15.7,8.1,NA,NA,NA
2010,"Hartman","Michael Vick","PHI","QB",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Hartman","Michael Vick","NYJ","QB",3,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Higdon","Mike Evans","TB","WR",5,0,NA,NA,NA,NA,NA,105.5,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Hartman","Mike Nugent","CIN","K",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Higdon","Mike Sims-Walker","JAC","WR",25,0,NA,NA,NA,NA,NA,56.3,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Ready","Mike Sims-Walker","FA","WR",5,0,25,NA,NA,NA,NA,85.3,32,20.5,NA,NA,NA,NA,56.3,NA,NA,NA,NA
2011,"Skrzyskewski","Mike Thomas","JAC","WR",20,0,NA,NA,NA,NA,NA,104.9,39.5,67,NA,NA,NA,NA,157.9,NA,NA,NA,NA
2010,"Hartman","Mike Tolbert","SD","RB",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Higdon","Mike Tolbert","SD","RB",18,0,1,NA,NA,NA,NA,78.3,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Thieneman","Mike Tolbert","CAR","RB",1,0,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Skrzyskewski","Mike Wallace","PIT","WR",22,0,NA,NA,NA,NA,NA,72.3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Hartman","Mike Wallace","PIT","WR",46,0,NA,22,NA,NA,NA,51.2,20,8,28,NA,NA,NA,23.9,72.3,NA,NA,NA
2013,"Hartman","Mike Wallace","MIA","WR",31,0,46,NA,22,NA,NA,67.6,26,20,8,28,NA,NA,51.2,23.9,72.3,NA,NA
2014,"McShane","Mike Wallace","MIA","WR",13,0,31,46,NA,22,NA,76.1,32,26,20,8,28,NA,67.6,51.2,23.9,72.3,NA
2015,"Shokunbi","Mike Wallace","MIN","WR",22,0,13,31,46,NA,22,86.8,35,32,26,20,8,28,76.1,67.6,51.2,23.9,72.3
2010,"Regan","Mike Williams","TB","WR",1,0,NA,NA,NA,NA,NA,118.3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Regan","Mike Williams","TB","WR",1,0,NA,NA,NA,NA,NA,148,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Thieneman","Mike Williams","SEA","WR",1,0,1,NA,NA,NA,NA,37.7,13,61,NA,NA,NA,NA,148,NA,NA,NA,NA
2012,"Ready","Mike Williams","TB","WR",1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Skrzyskewski","Mike Williams","BUF","WR",8,0,1,1,1,NA,NA,98.2,39,NA,13,61,NA,NA,NA,37.7,148,NA,NA
2010,"Kane","Miles Austin","DAL","WR",48,0,NA,NA,NA,NA,NA,15.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Olson","Miles Austin","DAL","WR",39,0,48,NA,NA,NA,NA,30.5,10,5,NA,NA,NA,NA,15.1,NA,NA,NA,NA
2012,"Shokunbi","Miles Austin","DAL","WR",28,0,39,48,NA,NA,NA,71.1,28,10,5,NA,NA,NA,30.5,15.1,NA,NA,NA
2013,"Shokunbi","Miles Austin","DAL","WR",16,0,28,39,48,NA,NA,78.7,31,28,10,5,NA,NA,71.1,30.5,15.1,NA,NA
2010,"Regan","Mohamed Massaquoi","CLE","WR",1,0,NA,NA,NA,NA,NA,123.4,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Hartman","Montario Hardesty","CLE","RB",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Thieneman","Montario Hardesty","CLE","RB",2,0,1,NA,NA,NA,NA,139.6,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Shokunbi","Montee Ball","DEN","RB",25,0,NA,NA,NA,NA,NA,53.1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Regan","Nate Burleson","DET","WR",3,0,NA,NA,NA,NA,NA,112.4,44,58,NA,NA,NA,NA,145.7,NA,NA,NA,NA
2012,"Thieneman","Nate Burleson","DET","WR",1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Shokunbi","Nate Kaeding","SD","K",3,0,NA,NA,NA,NA,NA,130.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Shokunbi","Nate Kaeding","SD","K",1,0,3,NA,NA,NA,NA,149.1,1,1,NA,NA,NA,NA,130.5,NA,NA,NA,NA
2012,"McShane","Nate Washington","TEN","WR",18,0,NA,NA,NA,NA,NA,102.3,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Matovina","Nate Washington","TEN","WR",1,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Harrington","Neil Rackers","HOU","K",2,0,NA,NA,NA,NA,NA,170.9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Higdon","Neil Rackers","HOU","K",2,0,2,NA,NA,NA,NA,166.2,6,11,NA,NA,NA,NA,170.9,NA,NA,NA,NA
2015,"Kane","Nelson Agholor","PHI","WR",21,0,NA,NA,NA,NA,NA,58.1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Hartman","Nick Foles","PHI","QB",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Shokunbi","Nick Foles","STL","QB",15,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Thieneman","Nick Folk","NYJ","K",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Olson","Nick Novak","SD","K",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Skrzyskewski","Owen Daniels","HOU","TE",11,0,NA,NA,NA,NA,NA,77.3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Hartman","Owen Daniels","HOU","TE",10,0,11,NA,NA,NA,NA,69.5,7,8,NA,NA,NA,NA,77.3,NA,NA,NA,NA
2012,"McShane","Owen Daniels","HOU","TE",5,0,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Hartman","Owen Daniels","BAL","TE",7,0,5,10,11,NA,NA,124.7,13,NA,7,8,NA,NA,NA,69.5,77.3,NA,NA
2015,"McShane","Owen Daniels","DEN","TE",2,0,NA,7,5,10,11,85.4,7,NA,13,NA,7,8,NA,124.7,NA,69.5,77.3
2010,"Regan","Packers D/ST","GB","D/ST",7,0,NA,NA,NA,NA,NA,105.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Hartman","Packers D/ST","GB","D/ST",5,0,7,NA,NA,NA,NA,91,2,3,NA,NA,NA,NA,105.7,NA,NA,NA,NA
2012,"McShane","Packers D/ST","GB","D/ST",2,0,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Skrzyskewski","Packers D/ST","PACKERS ","D/ST",1,0,2,5,7,NA,NA,157.5,12,NA,2,3,NA,NA,NA,91,105.7,NA,NA
2015,"Ready","Packers D/ST","PACKERS ","D/ST",1,0,NA,1,2,5,7,164.8,13,NA,12,NA,2,3,NA,157.5,NA,91,105.7
2014,"Higdon","Panthers D/ST","PANTHERS ","D/ST",5,0,NA,NA,NA,NA,NA,108.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Harrington","Patriots D/ST","NE","D/ST",1,0,NA,NA,NA,NA,NA,108.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Harrington","Patriots D/ST","PATRIOTS ","D/ST",2,0,NA,1,NA,NA,NA,122.6,7,NA,6,NA,NA,NA,NA,108.9,NA,NA,NA
2014,"Olson","Patriots D/ST","PATRIOTS ","D/ST",1,0,2,NA,1,NA,NA,120.9,4,7,NA,6,NA,NA,122.6,NA,108.9,NA,NA
2015,"Kane","Patriots D/ST","PATRIOTS ","D/ST",1,0,1,2,NA,1,NA,163,12,4,7,NA,6,NA,120.9,122.6,NA,108.9,NA
2010,"Hartman","Pat White","FA","QB",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Kane","Percy Harvin","MIN","WR",16,0,NA,NA,NA,NA,NA,58,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Harrington","Percy Harvin","MIN","WR",26,0,16,NA,NA,NA,NA,60,24,22,NA,NA,NA,NA,58,NA,NA,NA,NA
2012,"Thieneman","Percy Harvin","MIN","WR",27,0,26,16,NA,NA,NA,40.4,14,24,22,NA,NA,NA,60,58,NA,NA,NA
2014,"Matovina","Percy Harvin","SEA","WR",20,0,NA,27,26,16,NA,44,18,52,14,24,22,NA,133.5,40.4,60,58,NA
2012,"Skrzyskewski","Peyton Hillis","KC","RB",8,0,NA,NA,NA,NA,NA,62.4,26,14,61,NA,NA,NA,25.6,160.9,NA,NA,NA
2010,"Higdon","Peyton Manning","IND","QB",77,0,NA,NA,NA,NA,NA,17.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Thieneman","Peyton Manning","IND","QB",72,0,77,NA,NA,NA,NA,60.7,8,3,NA,NA,NA,NA,17.7,NA,NA,NA,NA
2012,"Kane","Peyton Manning","DEN","QB",63,0,72,77,NA,NA,NA,52.8,9,8,3,NA,NA,NA,60.7,17.7,NA,NA,NA
2014,"Hartman","Peyton Manning","DEN","QB",103,0,NA,63,72,77,NA,6.3,1,3,9,8,3,NA,32.4,52.8,60.7,17.7,NA
2015,"Hartman","Peyton Manning","DEN","QB",85,0,103,NA,63,72,77,44.1,3,1,3,9,8,3,6.3,32.4,52.8,60.7,17.7
2013,"Matovina","Phil Dawson","SF","K",3,0,NA,NA,NA,NA,NA,153.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Thieneman","Phil Dawson","SF","K",1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Ready","Philip Rivers","SD","QB",34,0,NA,NA,NA,NA,NA,42,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Higdon","Philip Rivers","SD","QB",68,0,34,NA,NA,NA,NA,25.1,4,7,NA,NA,NA,NA,42,NA,NA,NA,NA
2012,"Kane","Philip Rivers","SD","QB",72,0,68,34,NA,NA,NA,73.1,11,4,7,NA,NA,NA,25.1,42,NA,NA,NA
2013,"Thieneman","Philip Rivers","SD","QB",18,0,72,68,34,NA,NA,159.7,24,11,4,7,NA,NA,73.1,25.1,42,NA,NA
2014,"Higdon","Philip Rivers","SD","QB",42,0,18,72,68,34,NA,103.1,14,24,11,4,7,NA,159.7,73.1,25.1,42,NA
2010,"McShane","Pierre Garcon","IND","WR",20,0,NA,NA,NA,NA,NA,56.3,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Higdon","Pierre Garcon","IND","WR",18,0,20,NA,NA,NA,NA,92.9,34,20.5,NA,NA,NA,NA,56.3,NA,NA,NA,NA
2012,"Matovina","Pierre Garcon","WSH","WR",8,0,18,20,NA,NA,NA,75.6,30,34,20.5,NA,NA,NA,92.9,56.3,NA,NA,NA
2013,"Hartman","Pierre Garcon","WSH","WR",13,0,8,18,20,NA,NA,48.8,18,30,34,20.5,NA,NA,75.6,92.9,56.3,NA,NA
2014,"Kane","Pierre Garcon","WSH","WR",26,0,13,8,18,20,NA,48.2,20,18,30,34,20.5,NA,48.8,75.6,92.9,56.3,NA
2015,"Hartman","Pierre Garcon","WSH","WR",1,0,26,13,8,18,20,123.7,49,20,18,30,34,20.5,48.2,48.8,75.6,92.9,56.3
2010,"Kane","Pierre Thomas","NO","RB",30,0,NA,NA,NA,NA,NA,32.4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Regan","Pierre Thomas","NO","RB",2,0,30,NA,NA,NA,NA,102.1,39,15,NA,NA,NA,NA,32.4,NA,NA,NA,NA
2012,"Matovina","Pierre Thomas","NO","RB",1,0,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Thieneman","Pierre Thomas","NO","RB",2,0,NA,1,2,30,NA,68.4,30,44,NA,39,15,NA,114.8,NA,102.1,32.4,NA
2011,"Thieneman","Plaxico Burress","NYJ","WR",26,0,NA,NA,NA,NA,NA,73.2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Ready","Rams D/ST","RAMS ","D/ST",1,0,NA,NA,NA,NA,NA,144.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Harrington","Rams D/ST","RAMS ","D/ST",3,0,1,NA,NA,NA,NA,126.6,5,9,NA,NA,NA,NA,144.8,NA,NA,NA,NA
2015,"Harrington","Rams D/ST","RAMS ","D/ST",2,0,3,1,NA,NA,NA,124,5,5,9,NA,NA,NA,126.6,144.8,NA,NA,NA
2013,"Harrington","Randy Bullock","HOU","K",1,0,NA,NA,NA,NA,NA,167.7,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Matovina","Randy Moss","TEN","WR",79,0,NA,NA,NA,NA,NA,8.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Thieneman","Randy Moss","SF","WR",1,0,NA,79,NA,NA,NA,126.6,47,NA,2,NA,NA,NA,NA,8.8,NA,NA,NA
2011,"Shokunbi","Rashad Jennings","JAC","RB",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Regan","Rashad Jennings","NYG","RB",22,0,NA,NA,1,NA,NA,36.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Regan","Rashad Jennings","NYG","RB",28,0,22,NA,NA,1,NA,67.8,30,18,NA,NA,NA,NA,36.4,NA,NA,NA,NA
2010,"Skrzyskewski","Rashard Mendenhall","PIT","RB",52,0,NA,NA,NA,NA,NA,18.2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Matovina","Rashard Mendenhall","PIT","RB",72,0,52,NA,NA,NA,NA,8.9,7,9,NA,NA,NA,NA,18.2,NA,NA,NA,NA
2013,"Higdon","Rashard Mendenhall","ARI","RB",13,0,NA,72,52,NA,NA,72.2,32,44,7,9,NA,NA,118.2,8.9,18.2,NA,NA
2010,"Shokunbi","Ravens D/ST","BAL","D/ST",5,0,NA,NA,NA,NA,NA,126.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Shokunbi","Ravens D/ST","BAL","D/ST",2,0,5,NA,NA,NA,NA,102.2,5,6,NA,NA,NA,NA,126.4,NA,NA,NA,NA
2012,"Higdon","Ravens D/ST","BAL","D/ST",7,0,2,5,NA,NA,NA,117.7,2,5,6,NA,NA,NA,102.2,126.4,NA,NA,NA
2013,"McShane","Ravens D/ST","RAVENS ","D/ST",1,0,7,2,5,NA,NA,134.7,8,2,5,6,NA,NA,117.7,102.2,126.4,NA,NA
2014,"Ready","Ravens D/ST","RAVENS ","D/ST",1,0,1,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Olson","Ravens D/ST","RAVENS ","D/ST",1,0,1,1,7,2,5,165.3,14,NA,8,2,5,6,NA,134.7,117.7,102.2,126.4
2010,"McShane","Ray Rice","BAL","RB",94,0,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Olson","Ray Rice","BAL","RB",99,0,94,NA,NA,NA,NA,2.3,2,3,NA,NA,NA,NA,3,NA,NA,NA,NA
2012,"Hartman","Ray Rice","BAL","RB",107,0,99,94,NA,NA,NA,2.3,2,2,3,NA,NA,NA,2.3,3,NA,NA,NA
2013,"Hartman","Ray Rice","BAL","RB",76,0,107,99,94,NA,NA,8.2,9,2,2,3,NA,NA,2.3,2.3,3,NA,NA
2014,"Thieneman","Ray Rice","BAL","RB",15,0,76,107,99,94,NA,50.3,23,9,2,2,3,NA,8.2,2.3,2.3,3,NA
2010,"Thieneman","Reggie Bush","NO","RB",11,0,NA,NA,NA,NA,NA,67.4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Ready","Reggie Bush","MIA","RB",2,0,11,NA,NA,NA,NA,74.7,31,28,NA,NA,NA,NA,67.4,NA,NA,NA,NA
2012,"Regan","Reggie Bush","MIA","RB",11,0,2,11,NA,NA,NA,50.3,23,31,28,NA,NA,NA,74.7,67.4,NA,NA,NA
2013,"Skrzyskewski","Reggie Bush","DET","RB",37,0,11,2,11,NA,NA,19.9,17,23,31,28,NA,NA,50.3,74.7,67.4,NA,NA
2014,"Higdon","Reggie Bush","DET","RB",43,0,37,11,2,11,NA,32.7,16,17,23,31,28,NA,19.9,50.3,74.7,67.4,NA
2010,"Harrington","Reggie Wayne","IND","WR",59,0,NA,NA,NA,NA,NA,11.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Matovina","Reggie Wayne","IND","WR",51,0,59,NA,NA,NA,NA,33.8,11,3,NA,NA,NA,NA,11.9,NA,NA,NA,NA
2012,"Higdon","Reggie Wayne","IND","WR",9,0,51,59,NA,NA,NA,72.9,29,11,3,NA,NA,NA,33.8,11.9,NA,NA,NA
2013,"Kane","Reggie Wayne","IND","WR",25,0,9,51,59,NA,NA,46.1,16,29,11,3,NA,NA,72.9,33.8,11.9,NA,NA
2014,"Harrington","Reggie Wayne","IND","WR",9,0,25,9,51,59,NA,82.5,34,16,29,11,3,NA,46.1,72.9,33.8,11.9,NA
2010,"Thieneman","Ricky Williams","MIA","RB",21,0,NA,NA,NA,NA,NA,78.5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Thieneman","Ricky Williams","BAL","RB",1,0,21,NA,NA,NA,NA,161.4,58,32,NA,NA,NA,NA,78.5,NA,NA,NA,NA
2014,"Hartman","Riley Cooper","PHI","WR",8,0,NA,NA,NA,NA,NA,97.5,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"McShane","Robbie Gould","CHI","K",1,0,NA,NA,NA,NA,NA,170.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Hartman","Robbie Gould","CHI","K",1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Ready","Robbie Gould","CHI","K",1,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Olson","Rob Bironas","TEN","K",2,0,NA,NA,NA,NA,NA,164.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Matovina","Rob Bironas","TEN","K",7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"McShane","Rob Bironas","TEN","K",1,0,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Ready","Robert Griffin III","WSH","QB",29,0,NA,NA,NA,NA,NA,94.9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Hartman","Robert Griffin III","WSH","QB",45,0,29,NA,NA,NA,NA,74.8,10,14,NA,NA,NA,NA,94.9,NA,NA,NA,NA
2014,"Hartman","Robert Griffin III","WSH","QB",50,0,45,29,NA,NA,NA,100.2,13,10,14,NA,NA,NA,74.8,94.9,NA,NA,NA
2010,"Harrington","Robert Meachem","NO","WR",11,0,NA,NA,NA,NA,NA,89.9,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Matovina","Robert Meachem","NO","WR",7,0,11,NA,NA,NA,NA,135.6,51,35,NA,NA,NA,NA,89.9,NA,NA,NA,NA
2012,"McShane","Robert Meachem","SD","WR",15,0,7,11,NA,NA,NA,113.2,43,51,35,NA,NA,NA,135.6,89.9,NA,NA,NA
2011,"Harrington","Rob Gronkowski","NE","TE",1,0,NA,NA,NA,NA,NA,98.1,10,16,NA,NA,NA,NA,149.6,NA,NA,NA,NA
2014,"Matovina","Rob Gronkowski","NE","TE",41,0,NA,NA,1,NA,NA,30,3,2,2,10,16,NA,44.4,19.7,98.1,149.6,NA
2010,"McShane","Roddy White","ATL","WR",43,0,NA,NA,NA,NA,NA,16.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Skrzyskewski","Roddy White","ATL","WR",60,0,43,NA,NA,NA,NA,12.9,3,6,NA,NA,NA,NA,16.6,NA,NA,NA,NA
2012,"Skrzyskewski","Roddy White","ATL","WR",57,0,60,43,NA,NA,NA,30.3,8,3,6,NA,NA,NA,12.9,16.6,NA,NA,NA
2013,"McShane","Roddy White","ATL","WR",51,0,57,60,43,NA,NA,35,10,8,3,6,NA,NA,30.3,12.9,16.6,NA,NA
2014,"Ready","Roddy White","ATL","WR",36,0,51,57,60,43,NA,38.4,14,10,8,3,6,NA,35,30.3,12.9,16.6,NA
2015,"McShane","Roddy White","ATL","WR",3,0,36,51,57,60,43,104.7,42,14,10,8,3,6,38.4,35,30.3,12.9,16.6
2010,"Skrzyskewski","Ronnie Brown","MIA","RB",19,0,NA,NA,NA,NA,NA,53.9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Regan","Ronnie Brown","PHI","RB",1,0,19,NA,NA,NA,NA,139.4,50,24,NA,NA,NA,NA,53.9,NA,NA,NA,NA
2013,"Thieneman","Ronnie Hillman","DEN","RB",1,0,NA,NA,NA,NA,NA,102.9,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Kane","Ronnie Hillman","DEN","RB",1,0,NA,1,NA,NA,NA,108.6,43,56,41,NA,NA,NA,155.3,102.9,NA,NA,NA
2012,"Hartman","Royce Adams","NYJ","WR",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Harrington","Roy Helu","WSH","RB",8,0,NA,NA,NA,NA,NA,97.3,39,45.5,NA,NA,NA,NA,132.9,NA,NA,NA,NA
2013,"Harrington","Roy Helu","WSH","RB",1,0,8,NA,NA,NA,NA,142.4,53,39,45.5,NA,NA,NA,97.3,132.9,NA,NA,NA
2014,"Ready","Roy Helu","WSH","RB",1,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Matovina","Roy Williams","CHI","WR",6,0,NA,NA,NA,NA,NA,122.3,48,57,NA,NA,NA,NA,144.5,NA,NA,NA,NA
2012,"Ready","Rueben Randle","NYG","WR",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Ready","Rueben Randle","NYG","WR",2,0,2,NA,NA,NA,NA,129.1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Higdon","Rueben Randle","NYG","WR",1,0,2,2,NA,NA,NA,106.4,42,50,NA,NA,NA,NA,129.1,NA,NA,NA,NA
2015,"Matovina","Rueben Randle","NYG","WR",1,0,1,2,2,NA,NA,159.1,65,42,50,NA,NA,NA,106.4,129.1,NA,NA,NA
2012,"Shokunbi","Russell Wilson","SEA","QB",1,0,NA,NA,NA,NA,NA,119.5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Skrzyskewski","Ryan Broyles","DET","WR",2,0,NA,NA,NA,NA,NA,134.2,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Olson","Ryan Fitzpatrick","BUF","QB",2,0,NA,NA,NA,NA,NA,152.7,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Ready","Ryan Fitzpatrick","BUF","QB",6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"McShane","Ryan Fitzpatrick","HOU","QB",16,0,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Higdon","Ryan Fitzpatrick","NYJ","QB",2,0,16,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
